City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,mayo,38.8876,-76.5119,25.11,51,40,3.6,US,1667835592
366,laguna,38.421,-121.4238,9.86,91,0,2.06,US,1667835514
367,xai-xai,-25.0519,33.6442,24.02,83,80,4.31,MZ,1667835593
368,viedma,-40.8135,-62.9967,31.57,18,0,9.08,AR,1667835593
369,victoria,22.2855,114.1577,21.85,90,55,4.02,HK,1667835303
370,georgetown,5.4112,100.3354,26.97,85,20,2.24,MY,1667835399
371,aquiraz,-3.9014,-38.3911,32.47,67,95,6.45,BR,1667835594
372,cidreira,-30.1811,-50.2056,19.22,66,5,5.49,BR,1667835594
373,flinders,-34.5833,150.8552,16.88,82,44,3.13,AU,1667835595
374,dingle,10.9995,122.6711,24.89,90,100,2.52,PH,1667835595
375,cozumel,20.5083,-86.9458,29.48,82,40,5.36,MX,1667835596
376,sioux lookout,50.1001,-91.917,-1.96,80,20,4.12,CA,1667835596
377,walvis bay,-22.9575,14.5053,18.94,72,38,5.34,NA,1667835597
378,coruripe,-10.1256,-36.1756,26.46,83,93,1.86,BR,1667835597
379,saint-francois,46.4154,3.9054,17.69,52,0,1.54,FR,1667835598
380,prado,-17.3411,-39.2208,25.99,55,100,5.01,BR,1667835598
381,beian,63.6559,9.5683,6.12,81,0,3.6,NO,1667835599
382,tacuarembo,-31.7333,-55.9833,22.62,46,0,5.77,UY,1667835506
383,svetlogorsk,52.6333,29.7333,7.32,87,100,4.65,BY,1667835599
384,ancud,-41.8697,-73.8203,14.1,69,100,3.51,CL,1667835600
385,lagoa,39.05,-27.9833,17.5,72,100,8.7,PT,1667835600
386,baruun-urt,46.6806,113.2792,-1.03,37,53,6.55,MN,1667835601
387,santa isabel do rio negro,-0.4139,-65.0192,29.38,67,97,1.31,BR,1667835601
388,kirakira,-10.4544,161.9205,26.1,84,58,2.15,SB,1667835602
389,dhidhdhoo,6.8833,73.1,28.03,72,39,4.09,MV,1667835602
390,west plains,36.7281,-91.8524,14.43,59,20,6.17,US,1667835603
391,suileng,47.25,127.0833,-1.25,62,1,3.1,CN,1667835603
392,benghazi,32.1167,20.0667,21.68,65,30,5.2,LY,1667835603
393,xichang,27.8964,102.2634,11.98,80,36,0.66,CN,1667835604
394,san juan,-31.5375,-68.5364,30.4,20,8,4.05,AR,1667835402
395,batagay,67.6333,134.6333,-20.08,98,100,1.5,RU,1667835604
396,paciran,-6.8767,112.3761,27.08,77,100,0.11,ID,1667835605
397,kahului,20.8947,-156.47,25.47,76,0,5.36,US,1667835392
398,manono,-7.3,27.4167,25.69,68,92,1.73,CD,1667835606
399,padang,-0.9492,100.3543,25.03,87,100,1.76,ID,1667835606
400,trelew,-43.249,-65.3051,27.57,19,94,5.81,AR,1667835606
401,novi pazar,43.1367,20.5122,11.92,84,99,1.36,RS,1667835607
402,iranduba,-3.2847,-60.1861,27.18,87,98,1.67,BR,1667835607
403,idenao,4.2475,9.0047,27.59,81,78,1.56,CM,1667835608
404,gambissara,13.2382,-14.3108,35.93,21,85,1.3,SN,1667835608
405,netarhat,23.4833,84.2667,13.93,71,59,0.76,IN,1667835608
406,birao,10.2849,22.7882,30.18,24,57,2.76,CF,1667835609
407,toguchin,55.2353,84.3858,-2.54,94,100,1.96,RU,1667835609
408,auki,-8.7676,160.7034,25.09,87,78,2.31,SB,1667835610
409,kaeo,-35.1,173.7833,14.62,96,100,7.3,NZ,1667835610
410,jinan,36.6683,116.9972,10.96,35,0,1.86,CN,1667835610
411,kawhia,-38.0651,174.8183,11.39,90,94,2.4,NZ,1667835611
412,prince rupert,54.3161,-130.3201,-3.17,49,0,8.75,CA,1667835612
413,hobyo,5.3505,48.5268,27.26,71,10,5.16,SO,1667835613
414,denpasar,-8.65,115.2167,26.81,83,20,1.54,ID,1667835613
415,martapura,-3.4167,114.85,22.86,94,100,0.88,ID,1667835614
416,emilio carranza,19.9711,-96.6114,26.39,77,25,2.05,MX,1667835614
417,lexington,37.9887,-84.4777,21.52,48,0,5.66,US,1667835436
418,soma,39.1855,27.6094,16.53,74,58,5.46,TR,1667835615
419,hanna,51.6334,-111.9018,-14.52,86,100,3.58,CA,1667835585
420,ixtapa,20.7,-105.2,25.68,78,0,2.57,MX,1667835615
421,mezhdurechensk,53.6942,88.0603,-2.38,95,100,0.48,RU,1667835616
422,tongliao,43.6125,122.2653,1.89,40,9,3.5,CN,1667835616
423,yeppoon,-23.1333,150.7333,17.88,67,1,5.65,AU,1667835617
424,zhigansk,66.7697,123.3711,-24.75,97,99,2.45,RU,1667835617
425,lianzhou,24.7811,112.3825,18.57,90,27,0.27,CN,1667835618
426,leh,34.1667,77.5833,-0.8,60,54,1.35,IN,1667835618
427,fereydun kenar,36.6864,52.5225,12.86,77,100,5.61,IR,1667835618
428,iqaluit,63.7506,-68.5145,-7.15,63,75,8.75,CA,1667835619
429,havre-saint-pierre,50.2334,-63.5986,9.2,93,75,1.54,CA,1667835619
430,olga,43.7444,135.2892,1.95,91,61,2.1,RU,1667835620
431,elliot lake,46.3834,-82.6331,3.05,76,90,5.9,CA,1667835620
432,marsh harbour,26.5412,-77.0636,26.79,69,0,11.46,BS,1667835338
433,natal,-5.795,-35.2094,30.36,61,40,7.72,BR,1667835621
434,half moon bay,37.4636,-122.4286,10.73,91,75,1.54,US,1667835622
435,comodoro rivadavia,-45.8667,-67.5,20.92,37,20,6.69,AR,1667835622
436,karasburg,-28.0167,18.75,19.95,52,100,0.44,NA,1667835623
437,scarborough,54.2797,-0.4044,13.76,88,100,4.47,GB,1667835623
438,poiana sibiului,45.8,23.7333,9.47,80,71,1.14,RO,1667835623
439,makarov,48.6333,142.8,2.05,66,4,4.58,RU,1667835624
440,strezhevoy,60.7333,77.5889,-4.41,91,100,2.54,RU,1667835624
441,kruglolesskoye,44.6589,42.8142,3.63,71,15,9.23,RU,1667835625
442,lakatoro,-16.0999,167.4164,26.44,80,28,2.89,VU,1667835625
443,skjervoy,70.0311,20.9714,3.0,86,100,13.13,NO,1667835626
444,fortuna,40.5982,-124.1573,6.48,95,40,7.72,US,1667835627
445,rabo de peixe,37.8,-25.5833,17.93,97,75,7.72,PT,1667835627
446,bundaberg,-24.85,152.35,15.68,92,2,1.34,AU,1667835370
447,tucuma,-0.1833,-50.05,27.92,78,97,0.78,BR,1667835627
448,spearfish,44.4908,-103.8594,2.7,48,100,9.77,US,1667835628
449,ambovombe,-25.1667,46.0833,23.13,87,38,2.28,MG,1667835628
450,coahuayana,18.7333,-103.6833,28.39,71,29,0.86,MX,1667835629
451,najran,17.4924,44.1277,27.36,20,0,3.64,SA,1667835407
452,sao gabriel da cachoeira,-0.1303,-67.0892,23.89,100,100,2.06,BR,1667835630
453,ndende,-2.4008,11.3581,28.62,75,72,0.98,GA,1667835630
454,virginia beach,36.8529,-75.978,25.01,75,75,3.09,US,1667835359
455,edson,53.5835,-116.4356,-15.92,85,100,6.17,CA,1667835389
456,sault sainte marie,46.5168,-84.3333,4.9,78,100,9.77,CA,1667835485
457,mahibadhoo,3.7833,72.9667,27.71,75,100,4.53,MV,1667835631
458,bay roberts,47.5999,-53.2648,16.95,92,100,4.47,CA,1667835631
459,kozhva,65.1073,57.0459,-4.1,96,99,3.29,RU,1667835632
460,sechura,-5.5569,-80.8222,23.65,61,11,3.79,PE,1667835632
461,glendive,47.1053,-104.7125,-7.21,73,100,9.26,US,1667835632
462,haines junction,60.7522,-137.5108,-28.03,83,37,0.0,CA,1667835633
463,ambulu,-8.345,113.6058,24.62,90,100,1.12,ID,1667835633
464,tapiramuta,-11.8472,-40.7914,26.01,49,91,3.29,BR,1667835633
465,qingdao,36.0986,120.3719,9.78,93,0,1.0,CN,1667835634
466,ozernovskiy,51.5,156.5167,2.59,62,100,8.77,RU,1667835634
467,okitipupa,6.5047,4.7839,30.46,59,43,3.06,NG,1667835635
468,savalou,7.9281,1.9756,33.79,32,68,1.66,BJ,1667835636
469,noumea,-22.2763,166.4572,25.56,99,96,5.37,NC,1667835521
470,whitianga,-36.8333,175.7,14.31,85,100,5.44,NZ,1667835636
471,sovetskaya gavan,48.9723,140.2878,-1.02,63,0,2.82,RU,1667835637
472,kozmodemyansk,56.3367,46.5711,-0.02,97,100,4.11,RU,1667835637
473,port hardy,50.6996,-127.4199,0.1,64,20,8.23,CA,1667835637
474,barbosa ferraz,-24.03,-52.0117,26.75,41,24,0.25,BR,1667835638
475,grindavik,63.8424,-22.4338,5.97,81,100,5.14,IS,1667835638
476,portland,45.5234,-122.6762,4.99,93,100,3.6,US,1667835446
477,muroto,33.2833,134.15,17.87,71,3,2.08,JP,1667835639
478,sur,22.5667,59.5289,27.74,63,73,0.29,OM,1667835639
479,hamilton,39.1834,-84.5333,16.53,45,0,5.14,US,1667835421
480,lavrentiya,65.5833,-171.0,-0.84,96,100,8.84,RU,1667835640
481,lichinga,-13.3128,35.2406,27.05,39,75,7.2,MZ,1667835640
482,crawfordsville,40.0411,-86.8745,12.17,29,40,5.66,US,1667835640
483,svetlyy,54.675,20.1347,8.03,77,47,6.69,RU,1667835641
484,atbasar,51.8,68.3333,-4.04,89,97,2.32,KZ,1667835641
485,rzeszow,50.0413,21.999,11.62,81,20,5.14,PL,1667835641
486,mill valley,37.906,-122.545,10.8,93,16,1.34,US,1667835642
487,kodiak,57.79,-152.4072,3.73,70,100,6.69,US,1667835642
488,catuday,16.2923,119.8062,26.55,80,88,2.71,PH,1667835642
489,itaituba,-4.2761,-55.9836,28.09,83,75,2.57,BR,1667835643
490,cabanas,22.9758,-82.9219,27.68,69,11,7.48,CU,1667835643
491,gibara,21.1097,-76.1317,28.62,66,8,5.01,CU,1667835644
492,westport,41.1415,-73.3579,25.25,64,13,2.68,US,1667835564
493,dicabisagan,17.0818,122.4157,25.07,91,100,2.37,PH,1667835644
494,asyut,27.181,31.1837,23.67,27,50,3.69,EG,1667835644
495,englehart,47.8169,-79.8664,5.31,70,100,8.23,CA,1667835645
496,yumen,40.2833,97.2,5.86,31,100,3.91,CN,1667835645
497,maldonado,-34.6667,-54.9167,23.66,47,0,5.65,UY,1667835469
498,snezhnogorsk,69.1933,33.2531,-7.12,96,27,2.74,RU,1667835646
499,adrar,20.5022,-10.0711,33.04,11,76,2.75,MR,1667835646
500,billings,45.7833,-108.5007,-5.4,71,100,4.63,US,1667835387
501,lastoursville,-0.8143,12.7287,31.47,66,75,1.07,GA,1667835647
502,fuzhou,26.0614,119.3061,19.94,90,95,1.38,CN,1667835647
503,champasak,14.75,106.0,22.33,89,93,0.46,LA,1667835647
504,aykhal,66.0,111.5,-20.84,100,99,1.32,RU,1667835648
505,isiro,2.7739,27.616,20.29,97,97,0.98,CD,1667835648
506,petropavlovsk-kamchatskiy,53.0452,158.6483,-3.67,68,0,4.0,RU,1667835648
507,gannan,47.9147,123.5031,-1.06,65,26,2.68,CN,1667835649
508,saint george,37.1041,-113.5841,15.53,35,0,5.14,US,1667835649
509,srednekolymsk,67.45,153.6833,-30.46,100,67,1.06,RU,1667835650
510,nabire,-3.3667,135.4833,24.04,94,100,1.77,ID,1667835650
511,panguna,-6.3164,155.4848,19.74,91,100,0.33,PG,1667835651
512,graham,47.0529,-122.2943,3.4,94,75,0.0,US,1667835651
513,pirai do sul,-24.5261,-49.9486,20.93,35,2,1.92,BR,1667835651
514,kemijarvi,66.7131,27.4306,-4.12,97,23,1.32,FI,1667835652
515,ubatuba,-23.4339,-45.0711,19.29,90,96,1.86,BR,1667835652
516,kununurra,-15.7667,128.7333,28.99,65,22,0.0,AU,1667835484
517,qui nhon,13.7667,109.2333,23.11,89,100,4.24,VN,1667835653
518,cabra,37.4725,-4.4421,21.67,27,4,3.79,ES,1667835653
519,komsomolskiy,40.4272,71.7189,11.4,71,40,7.2,UZ,1667835653
520,buala,-8.145,159.5921,25.88,82,97,2.25,SB,1667835654
521,sorland,67.667,12.6934,6.92,93,20,8.75,NO,1667835654
522,mingaora,34.7758,72.3625,13.72,71,98,2.72,PK,1667835655
523,srandakan,-7.9386,110.2506,24.02,95,100,1.14,ID,1667835655
524,sao jose da coroa grande,-8.8978,-35.1478,27.59,67,100,4.16,BR,1667835655
525,lewisburg,35.4492,-86.7889,21.44,97,100,0.0,US,1667835656
526,thinadhoo,0.5333,72.9333,27.68,78,35,7.77,MV,1667835656
527,toamasina,-18.1667,49.3833,25.0,73,20,2.57,MG,1667835656
528,zaozhuang,34.8647,117.5542,12.51,60,5,2.85,CN,1667835657
529,husavik,66.0449,-17.3389,4.12,92,83,2.71,IS,1667835657
530,joao pinheiro,-17.7425,-46.1725,30.23,33,37,3.24,BR,1667835658
531,pilibanga,29.4916,74.079,24.31,33,0,3.25,IN,1667835658
